message_id,kind,entity
2a73c20db0c2f9a5,procedure,Visa
2a73c20db0c2f9a5,procedure,Educación
831478bc4a81113a,procedure,Salvoconducto
a505d8f4a595932b,procedure,Emprendimiento
4325abc36bc4647e,procedure,Trabajo/Empleo
11c171ec8a54b614,procedure,PPT
11c171ec8a54b614,procedure,Cédula
d6f69a5bb5e7d447,procedure,Nacionalidad/Naturalización
7e32b640f9121487,procedure,Emprendimiento
fce5ccf709970dc9,procedure,Salud/EPS
4535329484e0b84e,procedure,Emprendimiento
b34944d42285dee7,procedure,Emprendimiento
774e09af67fcf404,procedure,PPT
d97d999a8b622cbb,procedure,Emprendimiento
