user_id,x,y,cluster_id
d40966e0b7a4,9.935062,10.476308,1
d40c929ddf9e,9.143604,7.5112925,3
d4b0a5904697,10.892499,9.657167,1
d4f5ff676133,8.762018,11.475986,3
d502ce7c5ddb,8.035209,9.195269,0
d665167a9732,4.991514,8.846545,0
d6f1371a11b5,9.032746,9.564902,3
d70599256661,11.664344,9.303797,1
d751422bce52,9.224523,11.351424,3
d78b203a7cef,7.374784,8.611837,3
d7dd07913041,5.3502975,8.70464,0
d81df2cad7fc,5.984045,10.12483,0
d881a73f0891,5.884106,10.59584,0
d886bb9194e9,10.248735,9.276754,3
d8b710015e75,9.336461,8.898371,0
d90b2bb09217,10.59251,11.437846,3
da142d4a5117,9.582816,12.280243,3
dad67fee72e3,6.2795796,8.18796,0
daef5948e6af,6.951264,10.813472,0
db2f6c12f2ac,11.790288,10.1356535,1
db64856f9ace,5.0993013,7.275221,2
dbe581eaf411,6.970129,7.7207575,0
dc24421b28d3,8.974357,10.692182,3
dc32814ac7fb,9.12118,8.139253,3
dcc5db21a0ed,8.333675,8.693684,3
dd16a0f184e1,8.347217,10.357813,0
de1ded63645a,6.76725,10.113498,0
de4012f900cf,7.7475686,8.395309,0
de6086eb2be3,10.254561,10.908546,3
def53b6a796b,9.579957,11.578796,3
df07b2341410,11.712329,9.274352,1
df79cf3d1d84,11.408982,10.590116,1
df97388b8b59,9.264678,10.251398,3
dfed16440fa7,4.7929277,8.185966,0
e0631c168fc6,8.732327,9.891016,0
e06423c70b3e,8.912231,11.0827,0
e0759bd92787,8.518477,10.907452,0
e0938d4ee792,11.944191,10.251309,1
e1ada0b3526e,9.530611,10.803208,1
e1d352c8b6dc,7.8338027,10.362183,0
e1e54a1ff1f5,7.0420694,7.2147117,2
e1e56ec111f7,7.00247,10.874802,0
e1f13dfde3bc,4.9800467,8.72905,0
e23546b81515,8.67875,11.06793,1
e253e90e463e,9.494634,12.482099,3
e25d61d034aa,10.820006,10.233933,1
e2c9eb5825cb,9.368987,12.155981,3
e322ca23cf78,4.975789,7.470679,2
e3ae191d4fd0,11.376983,10.154378,1
e4bb3d69fa67,11.148085,10.208145,1
e54fd550f83a,5.738697,9.519574,0
e5cd8f93170c,11.756482,9.53562,1
e5edc9cb3a93,8.260166,11.6787615,3
e6181d811dab,6.9683375,6.7911263,2
e63ad6b19e6a,6.2746754,9.2661705,0
e685b0c1941c,10.789061,10.060531,3
e6f409ef9b75,5.488858,8.888561,0
e719d43df055,7.823356,10.848638,0
e7a36fffd249,5.826946,8.994266,0
e7e6471d8d08,5.4485846,9.307274,0
e7f80bee45fd,6.8403234,7.1545997,2
e80a36af12e5,10.0841465,12.062395,3
e82096d4e3bc,7.8666043,11.209479,0
e846935965c0,9.629903,11.157067,3
e86a9cdef117,8.973137,9.592384,3
e8cd996ab9b0,4.6651826,7.6787176,1
e8d16804b787,12.384426,9.875876,1
e900ff1f2554,7.1198993,7.281251,2
e908b895cfdc,5.9191637,9.039935,0
e9900c755cc8,9.346249,9.625326,3
e9a672df4997,6.284874,7.532962,0
e9c7c306fde3,9.436125,7.4241652,3
ea19a9b97add,10.743164,9.69717,1
ea632a43ed21,7.402797,7.0352163,2
eb396272d9a4,9.683244,12.3659,3
eb4807a8774d,9.403005,12.705428,3
eba15300ac71,10.4682865,10.519056,1
ebb0abd50de4,4.8115134,7.706072,2
ebd77a80a358,8.703481,10.178581,3
ebf63a1e9924,9.228745,9.681721,3
ec0808a120ca,6.465774,10.585018,0
ec1a34a77cca,4.5922446,7.9649725,0
ec5575cda85d,11.128917,9.4086895,1
ecbabc3cee0c,11.589145,10.093147,0
ecc635d4b0e2,6.40856,10.093151,0
ed4f4f6f3045,9.369274,9.846239,1
ed5f7c488f83,10.393354,11.381312,1
ede539a89ef4,9.408147,10.880829,3
edec792c9b50,5.987278,8.363717,0
ee9d47c348b7,8.515567,10.556362,0
eecee4198c0f,7.7925572,10.329452,3
ef060dfe6b88,6.5103674,7.610513,2
ef3574401e61,8.667671,7.8412795,2
ef6587cba0cf,8.087947,9.05605,0
ef9f4e4bdb30,11.886045,10.093443,1
efa2a0117317,9.807399,10.637542,1
efbbf80fd44b,9.667978,12.382671,3
f03a13d8517f,10.989277,10.458998,1
f088ab89ff01,9.34807,11.593674,3
f09b02668c99,9.01668,12.535368,3
f09b18a53d8c,6.5171337,8.994772,0
f0dbcdf1f67e,9.5192795,9.6350975,3
f11283a6845d,7.0831614,11.0695095,0
f14f1e38bd33,8.309808,7.6500473,2
f17def181492,9.9538355,10.138659,3
f19346cfa019,9.422706,7.3786283,3
f196f2a726ed,5.358755,9.121627,0
f21321abd593,5.3597646,9.079837,0
f2540154103f,4.8022895,8.107273,0
f2d9ee2f480b,6.7134333,10.567023,0
f3a1ba2f693b,6.1402087,8.268475,1
f4686af3b986,8.802092,8.9577465,3
f480b4f24ed8,9.220589,10.634893,0
f483ae131fa8,10.880053,10.861922,1
f4ea24417e86,10.060427,11.385116,3
f4f453dc0b6d,7.653412,7.546482,2
f515ff1cdba3,7.384555,10.085309,0
f5863c04b88e,5.8824844,7.633084,2
f5a245a65843,10.217147,8.763747,3
f61075c58c43,5.3670063,7.6644955,2
f6195c2e45a8,6.051722,9.158754,0
f64d330feb5a,7.2959003,8.77602,0
f655c3640a9c,5.341468,7.141942,2
f696796581e3,8.314765,9.5240345,0
f69be2a55113,8.599498,12.107168,0
f6ffa029142b,7.9306426,8.625768,2
f77d7d730827,4.951006,7.8590674,0
f7a00d1f924f,8.076075,9.387333,1
f8a90db52737,10.096771,10.618498,3
f8df33a0bed7,6.5405717,8.523055,0
f90a785a914c,7.8069963,8.5371685,0
f98279ef0fbb,9.718311,11.086487,3
f9a08781f2e1,10.921365,10.752885,3
f9c69cf01445,6.421824,10.073826,0
f9cf071cedbb,7.9402156,10.842875,0
f9d6c94199a5,5.6727715,8.833768,0
f9e1e99d614e,10.911967,9.6142025,1
fa43dffe7a35,8.110239,8.661826,3
fa61f37c486f,9.708012,11.778468,3
fb0e60c91527,6.09857,6.9525037,2
fb7dfffdbe45,6.464818,8.64108,0
fbacd5d9fac6,8.456676,7.742416,2
fc5afa9539ce,9.991439,10.87173,3
fcf527dbf6de,6.497773,9.1543455,0
fd1c4099fa6b,11.527853,9.421683,1
fd66527a6032,9.728211,10.669761,3
fe3fb489daaa,10.288208,8.804356,3
fe9ae764a26c,7.5268474,7.6611047,2
ff4170cf835e,6.40245,7.962292,0
ff48f45207bd,7.201264,7.345668,2
ff9e11e9bb69,9.108977,9.768553,3
ffd4f038679e,5.2900963,8.714729,0
