user_id,x,y,cluster_id
91098e83c5d9,6.952455,7.4803653,2
91aba0850082,10.006565,8.66486,3
91eb0e40a414,8.846845,9.217509,2
91f1d0aea4de,11.518129,10.361009,1
920726b4a7d0,7.99218,9.890237,0
924d9c35fc08,6.703613,9.501052,0
9293ff00b6ee,5.9056425,8.402058,0
92d7b0a9f8fc,9.557411,11.539487,3
930b60a9ec31,8.745194,10.705667,3
932b8454df7d,9.847136,9.9221945,1
9345677b0964,10.201079,10.019735,1
93b56b2abdba,6.1759973,8.405982,0
93ec90685c9f,4.963104,8.699067,0
9495fff13123,9.411695,11.592189,3
94b7a86b0c3f,10.581874,10.956992,3
963a564234a7,5.078243,8.378476,0
969fcebd33ec,8.4973755,6.883057,2
96bf8e4f69fa,12.45145,9.737992,1
970c5e6500df,9.325134,10.654362,3
97727500e60a,11.395945,10.089076,1
9802841c02ed,7.193631,7.656803,2
991321e4e058,6.5109,8.5963,0
99d748af0cc0,8.946449,12.576501,2
9a84005c901c,9.5773325,11.833359,3
9a9909a709cd,10.299521,9.664915,1
9b0075cc6b91,11.906727,9.285164,1
9b97805bcedb,9.019183,11.935907,3
9c6992dafeae,4.8515754,7.319583,2
9c79fc78d797,12.383468,9.69114,1
9c7a3cc59688,9.92911,9.782986,3
9c7d2b9f7321,4.89117,7.70837,2
9d06a9320c10,6.359577,9.779536,0
9d5222baadcf,9.888927,10.718174,3
9d7b24a63bc5,9.072297,11.166765,3
9d8a3f92a7aa,9.708286,10.540324,3
9de723d55df3,11.454976,9.65481,1
9e4727f44f04,8.339446,11.291922,3
9ec54a2a09b9,10.39106,9.576357,1
9f55b7f98d0c,6.917774,10.668991,0
9fc2d4ba36e4,9.864546,11.299465,3
a02ba6b93372,11.029479,10.543343,1
a09ce3b9b833,9.959474,11.472258,3
a1115850bcb8,5.6804705,7.167303,2
a12387bc1be3,8.496364,11.29439,3
a14634aae815,11.769058,9.219456,2
a1a62d5f08bb,10.355135,9.557384,1
a26eecc89b56,5.884015,10.539363,0
a2818f285f14,8.451256,8.766188,3
a2dc998af660,12.087906,9.972008,1
a2e7a4a72fef,9.489892,8.980232,3
a3230ca2cb01,9.719762,9.425958,3
a362578e8741,5.1626205,7.716628,0
a3ac0cb9e730,9.216321,8.80239,2
a426c732d67b,9.530812,7.592665,2
a47a460d4806,8.632406,11.493176,0
a4a8889cb093,9.362542,8.29138,2
a57647c83ab8,4.9567623,7.6267548,2
a59fcec78cc4,5.642082,9.30319,0
