week,cluster_id,user_id,n
2026-06-29,4,3dbebe73d557,6
2026-06-29,4,42070e3f07d1,3
2026-06-29,4,42a64dd883d9,3
2026-06-29,4,456815a6abe9,6
2026-06-29,4,662f81114f99,12
2026-06-29,4,acbc06e17a31,5
2026-06-29,4,adcc6e0b89df,5
2026-06-29,4,be2290c9b620,1
2026-06-29,4,e0759bd92787,2
2026-06-29,5,76a41fe32942,1
2026-06-29,5,8e58449c3754,6
2026-07-06,0,0bfd5269e6c5,4
2026-07-06,0,4c4fa2ece9fc,2
2026-07-06,0,674c5db7c145,2
2026-07-06,0,edfb20856421,3
2026-07-06,0,f1d6da691d80,3
2026-07-06,1,00a16c4cc1a9,1
2026-07-06,1,08db054d54ab,3
2026-07-06,1,22f281a2afe0,3
2026-07-06,1,233ec371fc88,1
2026-07-06,1,2737851eca6d,4
2026-07-06,1,2b262344b693,1
2026-07-06,1,446161d80c77,2
2026-07-06,1,456aa48c624b,1
2026-07-06,1,4843bbfae31d,2
2026-07-06,1,5268b84a6948,3
2026-07-06,1,627a8412493d,1
2026-07-06,1,69021f582f06,6
2026-07-06,1,7d58df5a9148,1
2026-07-06,1,8fda8f0e5106,7
2026-07-06,1,9e43124c2957,1
2026-07-06,1,a14634aae815,4
2026-07-06,1,a4eaf81f7214,3
2026-07-06,1,a4fc719bf1be,5
2026-07-06,1,b19d1b8bc21d,2
2026-07-06,1,d948afba6543,1
2026-07-06,1,dca09edeb442,2
2026-07-06,1,e981043c5f84,4
2026-07-06,1,ea8450b3cca0,4
2026-07-06,1,ef3c1dfce67c,2
2026-07-06,1,fd6dddfbb46f,1
2026-07-06,2,05858340bffd,4
2026-07-06,2,0592352552c0,7
2026-07-06,2,0c9a19b4e12e,3
2026-07-06,2,0f074ab46d1e,4
2026-07-06,2,119bc2224bd9,3
2026-07-06,2,1e01c7d59f5c,3
2026-07-06,2,243830d0b711,1
2026-07-06,2,2586a6b45571,5
2026-07-06,2,27d6dbaeda9b,2
2026-07-06,2,2bb214172488,2
2026-07-06,2,397a36b4f577,2
2026-07-06,2,4e0ffb308d21,4
2026-07-06,2,4f5efd606221,4
2026-07-06,2,5390f9e444bc,2
2026-07-06,2,566014fe1472,10
2026-07-06,2,56ff2ae9af25,3
2026-07-06,2,57d5e7a9a479,3
2026-07-06,2,63b482be7696,2
2026-07-06,2,6716d6bbff62,7
2026-07-06,2,6c911cdfc79b,17
2026-07-06,2,6ef03228368d,16
2026-07-06,2,7d88570c0518,4
2026-07-06,2,80c8c630d305,3
2026-07-06,2,8298f5a136dd,2
2026-07-06,2,8fb35ab03ccb,2
2026-07-06,2,8fd38bd038b5,1
2026-07-06,2,9a3341e384e1,3
