cluster_id,user_id,messages,users,unmet_need,name,top_terms,color_hex
5,d751422bce52,6,1,1.3500175990528753,"Cluster 5 · colombiana, colombiano, pasaporte","colombiana, colombiano, pasaporte, colombianos, venezuela, años",#a3557a
5,d78b203a7cef,4,1,-1.2616975863533668,"Cluster 5 · colombiana, colombiano, pasaporte","colombiana, colombiano, pasaporte, colombianos, venezuela, años",#a3557a
6,d7dd07913041,2,1,-1.2616975863533668,"Cluster 6 · humanitaria, alimentos, humanitarias","humanitaria, alimentos, humanitarias, terminal, bucaramanga, ayudas",#671e42
6,d81df2cad7fc,2,1,-1.2616975863533668,"Cluster 6 · humanitaria, alimentos, humanitarias","humanitaria, alimentos, humanitarias, terminal, bucaramanga, ayudas",#671e42
6,d881a73f0891,9,1,9.505046432488234,"Cluster 6 · humanitaria, alimentos, humanitarias","humanitaria, alimentos, humanitarias, terminal, bucaramanga, ayudas",#671e42
1,d886bb9194e9,4,1,-1.3728153217566337,Nationality and family papers,"colombiana, pasaporte, años, colombianos, colombiano, ella",#62c8ce
5,d8b710015e75,1,1,-1.2616975863533668,"Cluster 5 · colombiana, colombiano, pasaporte","colombiana, colombiano, pasaporte, colombianos, venezuela, años",#a3557a
6,d8cb2af5b5b7,6,1,0.044160006349754276,"Cluster 6 · humanitaria, alimentos, humanitarias","humanitaria, alimentos, humanitarias, terminal, bucaramanga, ayudas",#671e42
1,d90b2bb09217,4,1,0.5859710672980483,Nationality and family papers,"colombiana, pasaporte, años, colombianos, colombiano, ella",#62c8ce
4,d948afba6543,1,1,-1.2616975863533668,Stuck mid-procedure,"años, biometría, trámite, duplicado, rumv, traslado",#000031
3,d9a9782ccb46,6,1,-1.2616975863533668,"Permits, visas and travel","salvoconducto, conducto, pasaporte, salvo, permiso, estudio",#c78fa4
3,d9f4bec66e38,3,1,1.3500175990528753,"Permits, visas and travel","salvoconducto, conducto, pasaporte, salvo, permiso, estudio",#c78fa4
5,da142d4a5117,1,1,-1.2616975863533668,"Cluster 5 · colombiana, colombiano, pasaporte","colombiana, colombiano, pasaporte, colombianos, venezuela, años",#a3557a
6,dad67fee72e3,4,1,0.962502759363554,"Cluster 6 · humanitaria, alimentos, humanitarias","humanitaria, alimentos, humanitarias, terminal, bucaramanga, ayudas",#671e42
2,daef5948e6af,5,1,-0.7124295803695282,Urgent humanitarian needs,"hospital, ipiales, nuevo, terminal, registrarme, dinero",#009ba4
4,db2f6c12f2ac,3,1,1.3500175990528753,Stuck mid-procedure,"años, biometría, trámite, duplicado, rumv, traslado",#000031
7,db64856f9ace,1,1,-1.2616975863533668,Building a livelihood,"emprendimiento, capital, negocio, emprendimientos, emprendedores, empleabilidad",#eef6f5
4,db7bf73021d3,7,1,0.9769154297091266,Stuck mid-procedure,"años, biometría, trámite, duplicado, rumv, traslado",#000031
6,dbe581eaf411,2,1,2.6558751917559964,"Cluster 6 · humanitaria, alimentos, humanitarias","humanitaria, alimentos, humanitarias, terminal, bucaramanga, ayudas",#671e42
6,dc18e6c9c281,1,1,-1.2616975863533668,"Cluster 6 · humanitaria, alimentos, humanitarias","humanitaria, alimentos, humanitarias, terminal, bucaramanga, ayudas",#671e42
3,dc24421b28d3,4,1,1.7132222877373298,"Permits, visas and travel","salvoconducto, conducto, pasaporte, salvo, permiso, estudio",#c78fa4
3,dc32814ac7fb,1,1,-1.2616975863533668,"Permits, visas and travel","salvoconducto, conducto, pasaporte, salvo, permiso, estudio",#c78fa4
