user_id,instrument_version,stage_order,stage
315b46fd8fac,v1,1,registration completed
a5c1cc164391,v1,0,registration started
a5c1cc164391,v1,1,registration completed
0b98d3009cee,v1,0,registration started
0b98d3009cee,v1,1,registration completed
71937764deb6,v1,0,registration started
71937764deb6,v1,1,registration completed
f21321abd593,v1,0,registration started
f21321abd593,v1,1,registration completed
75c9dbc84410,v1,0,registration started
75c9dbc84410,v1,1,registration completed
5eb579d50f61,v1,0,registration started
5eb579d50f61,v1,1,registration completed
e1ada0b3526e,v1,0,registration started
e1ada0b3526e,v1,1,registration completed
b7d2163f0f3d,v1,0,registration started
b7d2163f0f3d,v1,1,registration completed
5fe4874309e2,v1,0,registration started
5fe4874309e2,v1,1,registration completed
bef69be61162,v1,0,registration started
bef69be61162,v1,1,registration completed
4bb8ce99c5fd,v1,0,registration started
4bb8ce99c5fd,v1,1,registration completed
ecbabc3cee0c,v1,0,registration started
ecbabc3cee0c,v1,1,registration completed
dd16a0f184e1,v1,0,registration started
dd16a0f184e1,v1,1,registration completed
a59fcec78cc4,v1,0,registration started
a59fcec78cc4,v1,1,registration completed
80448aa9421f,v1,0,registration started
80448aa9421f,v1,1,registration completed
459d7e890352,v1,0,registration started
459d7e890352,v1,1,registration completed
da7d3bcb70fb,v1,0,registration started
da7d3bcb70fb,v1,1,registration completed
2c894b94435f,v1,0,registration started
2c894b94435f,v1,1,registration completed
6c3f6488d293,v1,0,registration started
6c3f6488d293,v1,1,registration completed
f6f7def545ce,v1,0,registration started
f6f7def545ce,v1,1,registration completed
e908b895cfdc,v1,0,registration started
e908b895cfdc,v1,1,registration completed
f5863c04b88e,v1,0,registration started
f5863c04b88e,v1,1,registration completed
f5a245a65843,v1,0,registration started
f5a245a65843,v1,1,registration completed
9282aea69349,v1,0,registration started
9282aea69349,v1,1,registration completed
fe9ae764a26c,v1,0,registration started
fe9ae764a26c,v1,1,registration completed
2b4cbbc49e4e,v1,0,registration started
2b4cbbc49e4e,v1,1,registration completed
4e549487225a,v1,0,registration started
4e549487225a,v1,1,registration completed
10403265a7b9,v1,0,registration started
10403265a7b9,v1,1,registration completed
533f8aeb1f13,v1,0,registration started
533f8aeb1f13,v1,1,registration completed
eecee4198c0f,v1,0,registration started
eecee4198c0f,v1,1,registration completed
dbe2e350f093,v1,0,registration started
dbe2e350f093,v1,1,registration completed
bef4069fd2da,v1,0,registration started
bef4069fd2da,v1,1,registration completed
bb33b846c2c5,v1,0,registration started
bb33b846c2c5,v1,1,registration completed
40796bc37a12,v1,0,registration started
40796bc37a12,v1,1,registration completed
96bf8e4f69fa,v1,0,registration started
96bf8e4f69fa,v1,1,registration completed
f17def181492,v1,0,registration started
f17def181492,v1,1,registration completed
90eb8eb3336a,v1,0,registration started
90eb8eb3336a,v1,1,registration completed
7217147bd0ff,v1,0,registration started
7217147bd0ff,v1,1,registration completed
2b53dd383709,v1,0,registration started
2b53dd383709,v1,1,registration completed
f8fb272d309f,v1,0,registration started
f8fb272d309f,v1,1,registration completed
5f587b32486e,v1,0,registration started
5f587b32486e,v1,1,registration completed
a9082d58a6cb,v1,0,registration started
a9082d58a6cb,v1,1,registration completed
1d9d9f68d199,v1,0,registration started
1d9d9f68d199,v1,1,registration completed
3ef43e2b6b24,v1,0,registration started
3ef43e2b6b24,v1,1,registration completed
ad94b6ca4670,v1,0,registration started
ad94b6ca4670,v1,1,registration completed
0cd045787ad8,v1,0,registration started
0cd045787ad8,v1,1,registration completed
fbacd5d9fac6,v1,0,registration started
fbacd5d9fac6,v1,1,registration completed
adc62f73647f,v1,0,registration started
adc62f73647f,v1,1,registration completed
5a525086d92f,v1,0,registration started
5a525086d92f,v1,1,registration completed
cf7ef4f07578,v1,0,registration started
cf7ef4f07578,v1,1,registration completed
817b33c4e195,v1,0,registration started
817b33c4e195,v1,1,registration completed
566065ba27e3,v1,0,registration started
566065ba27e3,v1,1,registration completed
e6181d811dab,v1,0,registration started
e6181d811dab,v1,1,registration completed
453801c9089a,v1,0,registration started
453801c9089a,v1,1,registration completed
c32ff785b9e9,v1,0,registration started
c32ff785b9e9,v1,1,registration completed
02a47b073bb0,v1,0,registration started
02a47b073bb0,v1,1,registration completed
ea19a9b97add,v1,0,registration started
ea19a9b97add,v1,1,registration completed
b1c6ff87f7cd,v1,0,registration started
b1c6ff87f7cd,v1,1,registration completed
0bd2b552813a,v1,0,registration started
0bd2b552813a,v1,1,registration completed
9d7b24a63bc5,v1,0,registration started
9d7b24a63bc5,v1,1,registration completed
51e28189c9d0,v1,0,registration started
51e28189c9d0,v1,1,registration completed
e54fd550f83a,v1,0,registration started
e54fd550f83a,v1,1,registration completed
e86a9cdef117,v1,0,registration started
e86a9cdef117,v1,1,registration completed
f9e1e99d614e,v1,0,registration started
f9e1e99d614e,v1,1,registration completed
1b62f7b2e3ab,v1,0,registration started
1b62f7b2e3ab,v1,1,registration completed
4ebb7f683407,v1,0,registration started
4ebb7f683407,v1,1,registration completed
edec792c9b50,v1,0,registration started
edec792c9b50,v1,1,registration completed
6cbe5937faf9,v1,0,registration started
6cbe5937faf9,v1,1,registration completed
7cbabccbbd74,v1,0,registration started
7cbabccbbd74,v1,1,registration completed
6439f990b011,v1,0,registration started
6439f990b011,v1,1,registration completed
9a9909a709cd,v1,0,registration started
9a9909a709cd,v1,1,registration completed
24abe8cb3a7d,v1,0,registration started
24abe8cb3a7d,v1,1,registration completed
a91744e541a0,v1,0,registration started
a91744e541a0,v1,1,registration completed
0a9de4272ae0,v1,0,registration started
0a9de4272ae0,v1,1,registration completed
37dbdecc155d,v1,0,registration started
37dbdecc155d,v1,1,registration completed
f696796581e3,v1,0,registration started
f696796581e3,v1,1,registration completed
13d370beb64b,v1,0,registration started
13d370beb64b,v1,1,registration completed
194c0b66d618,v1,0,registration started
194c0b66d618,v1,1,registration completed
c9ea75e2113a,v1,0,registration started
c9ea75e2113a,v1,1,registration completed
24210d0ef3a3,v1,0,registration started
24210d0ef3a3,v1,1,registration completed
185a9a73040a,v1,0,registration started
185a9a73040a,v1,1,registration completed
40f4d7ee7e94,v1,0,registration started
40f4d7ee7e94,v1,1,registration completed
dfed16440fa7,v1,0,registration started
dfed16440fa7,v1,1,registration completed
ec5575cda85d,v1,0,registration started
ec5575cda85d,v1,1,registration completed
37f1ae5951bc,v1,0,registration started
37f1ae5951bc,v1,1,registration completed
68fd964afd09,v1,0,registration started
68fd964afd09,v1,1,registration completed
00e5e5188fa3,v1,0,registration started
00e5e5188fa3,v1,1,registration completed
2757dc3ce28d,v1,0,registration started
2757dc3ce28d,v1,1,registration completed
0d4c00f44bf5,v1,0,registration started
0d4c00f44bf5,v1,1,registration completed
d160747fc117,v1,0,registration started
d160747fc117,v1,1,registration completed
dc32814ac7fb,v1,0,registration started
dc32814ac7fb,v1,1,registration completed
47898d03e9ec,v1,0,registration started
47898d03e9ec,v1,1,registration completed
41bd701f2990,v1,0,registration started
41bd701f2990,v1,1,registration completed
0337f971aa05,v1,0,registration started
0337f971aa05,v1,1,registration completed
8d209885c75b,v1,0,registration started
8d209885c75b,v1,1,registration completed
7809d4fe159d,v1,0,registration started
7809d4fe159d,v1,1,registration completed
cc831ab48d9d,v1,0,registration started
cc831ab48d9d,v1,1,registration completed
006dab9688be,v1,0,registration started
006dab9688be,v1,1,registration completed
326a35419541,v1,0,registration started
326a35419541,v1,1,registration completed
ebd77a80a358,v1,0,registration started
ebd77a80a358,v1,1,registration completed
d78b203a7cef,v1,0,registration started
d78b203a7cef,v1,1,registration completed
9deb9afea846,v1,0,registration started
9deb9afea846,v1,1,registration completed
4d24b1824f22,v1,0,registration started
4d24b1824f22,v1,1,registration completed
605cd2a13361,v1,0,registration started
605cd2a13361,v1,1,registration completed
b2e0b64be27c,v1,0,registration started
b2e0b64be27c,v1,1,registration completed
3e95e47dd7ec,v1,0,registration started
3e95e47dd7ec,v1,1,registration completed
40ac2feac7f3,v1,0,registration started
40ac2feac7f3,v1,1,registration completed
a426c732d67b,v1,0,registration started
a426c732d67b,v1,1,registration completed
2bcaf3d1f7f2,v1,0,registration started
2bcaf3d1f7f2,v1,1,registration completed
e06423c70b3e,v1,0,registration started
e06423c70b3e,v1,1,registration completed
f64d330feb5a,v1,0,registration started
f64d330feb5a,v1,1,registration completed
6a96577d2770,v1,0,registration started
6a96577d2770,v1,1,registration completed
70f88c68bbf5,v1,0,registration started
70f88c68bbf5,v1,1,registration completed
def53b6a796b,v1,0,registration started
def53b6a796b,v1,1,registration completed
fe3fb489daaa,v1,0,registration started
fe3fb489daaa,v1,1,registration completed
809306d0866c,v1,0,registration started
809306d0866c,v1,1,registration completed
049ef16eb70d,v1,0,registration started
049ef16eb70d,v1,1,registration completed
bf11ef5edebb,v1,0,registration started
bf11ef5edebb,v1,1,registration completed
a2e8cb3c1302,v1,0,registration started
a2e8cb3c1302,v1,1,registration completed
e0759bd92787,v1,0,registration started
e0759bd92787,v1,1,registration completed
a14634aae815,v1,0,registration started
a14634aae815,v1,1,registration completed
0d3864ce7985,v1,0,registration started
0d3864ce7985,v1,1,registration completed
d345c9071887,v1,0,registration started
d345c9071887,v1,1,registration completed
fcf527dbf6de,v1,0,registration started
fcf527dbf6de,v1,1,registration completed
8b7b2f1ccb13,v1,0,registration started
8b7b2f1ccb13,v1,1,registration completed
fb7dfffdbe45,v1,0,registration started
fb7dfffdbe45,v1,1,registration completed
2920d7482649,v1,0,registration started
2920d7482649,v1,1,registration completed
cd29ce6cd432,v1,0,registration started
cd29ce6cd432,v1,1,registration completed
1869a21f0508,v1,0,registration started
1869a21f0508,v1,1,registration completed
ef9f4e4bdb30,v1,0,registration started
ef9f4e4bdb30,v1,1,registration completed
19d8b6f6f965,v1,0,registration started
19d8b6f6f965,v1,1,registration completed
d70599256661,v1,0,registration started
d70599256661,v1,1,registration completed
99d748af0cc0,v1,0,registration started
99d748af0cc0,v1,1,registration completed
012862ab9070,v1,0,registration started
012862ab9070,v1,1,registration completed
58aa5ef80922,v1,0,registration started
58aa5ef80922,v1,1,registration completed
aae2ac12b8a1,v1,0,registration started
aae2ac12b8a1,v1,1,registration completed
ef060dfe6b88,v1,0,registration started
ef060dfe6b88,v1,1,registration completed
5b35eba5a9c4,v1,0,registration started
5b35eba5a9c4,v1,1,registration completed
e82096d4e3bc,v1,0,registration started
e82096d4e3bc,v1,1,registration completed
63ba58c33223,v1,0,registration started
63ba58c33223,v1,1,registration completed
79c401a5c308,v1,0,registration started
79c401a5c308,v1,1,registration completed
1ad08d444027,v1,0,registration started
1ad08d444027,v1,1,registration completed
a6249c3b6b96,v1,0,registration started
a6249c3b6b96,v1,1,registration completed
de6086eb2be3,v1,0,registration started
de6086eb2be3,v1,1,registration completed
e63ad6b19e6a,v1,0,registration started
e63ad6b19e6a,v1,1,registration completed
bd3834c92d2b,v1,0,registration started
bd3834c92d2b,v1,1,registration completed
5e8b19f7609f,v1,0,registration started
5e8b19f7609f,v1,1,registration completed
0f4d0aadbeb7,v1,0,registration started
0f4d0aadbeb7,v1,1,registration completed
eb396272d9a4,v1,0,registration started
eb396272d9a4,v1,1,registration completed
5f11954d95d6,v1,0,registration started
5f11954d95d6,v1,1,registration completed
ef3574401e61,v1,0,registration started
ef3574401e61,v1,1,registration completed
c6eedaa8be95,v1,0,registration started
c6eedaa8be95,v1,1,registration completed
c336a1971655,v1,0,registration started
c336a1971655,v1,1,registration completed
bdc0d2b7501c,v1,0,registration started
bdc0d2b7501c,v1,1,registration completed
7b1eecba6057,v1,0,registration started
7b1eecba6057,v1,1,registration completed
4e549487225a,v1,0,registration started
4e549487225a,v1,1,registration completed
f09b18a53d8c,v1,0,registration started
f09b18a53d8c,v1,1,registration completed
d40c929ddf9e,v1,0,registration started
d40c929ddf9e,v1,1,registration completed
91aba0850082,v1,0,registration started
91aba0850082,v1,1,registration completed
e3ae191d4fd0,v1,0,registration started
e3ae191d4fd0,v1,1,registration completed
d17355b0878f,v1,0,registration started
d17355b0878f,v1,1,registration completed
866fdeb1a0de,v1,0,registration started
866fdeb1a0de,v1,1,registration completed
9d5222baadcf,v1,0,registration started
9d5222baadcf,v1,1,registration completed
b6aec3dd7f39,v1,0,registration started
b6aec3dd7f39,v1,1,registration completed
2dc38572ac12,v1,0,registration started
2dc38572ac12,v1,1,registration completed
f9a08781f2e1,v1,0,registration started
f9a08781f2e1,v1,1,registration completed
92d7b0a9f8fc,v1,0,registration started
92d7b0a9f8fc,v1,1,registration completed
cc43888d2b0f,v1,0,registration started
cc43888d2b0f,v1,1,registration completed
25d1576e420f,v1,0,registration started
25d1576e420f,v1,1,registration completed
eb1740169607,v1,0,registration started
eb1740169607,v1,1,registration completed
f03a13d8517f,v1,0,registration started
f03a13d8517f,v1,1,registration completed
df07b2341410,v1,0,registration started
df07b2341410,v1,1,registration completed
40d6861d8bae,v1,0,registration started
40d6861d8bae,v1,1,registration completed
b5f02b72f3e0,v1,0,registration started
b5f02b72f3e0,v1,1,registration completed
4973666d1861,v1,0,registration started
4973666d1861,v1,1,registration completed
d6f1371a11b5,v1,0,registration started
d6f1371a11b5,v1,1,registration completed
7941b981e189,v1,0,registration started
7941b981e189,v1,1,registration completed
b3c0e6b6e9a1,v1,0,registration started
b3c0e6b6e9a1,v1,1,registration completed
0eceb4e2c434,v1,0,registration started
0eceb4e2c434,v1,1,registration completed
e2c9eb5825cb,v1,0,registration started
e2c9eb5825cb,v1,1,registration completed
f1aa82c69e44,v1,0,registration started
f1aa82c69e44,v1,1,registration completed
f69be2a55113,v1,0,registration started
f69be2a55113,v1,1,registration completed
f9303dd76a7c,v1,0,registration started
f9303dd76a7c,v1,1,registration completed
139c5bffa62f,v1,0,registration started
139c5bffa62f,v1,1,registration completed
cfe952f9994f,v1,0,registration started
cfe952f9994f,v1,1,registration completed
3b7c53152a59,v1,0,registration started
3b7c53152a59,v1,1,registration completed
626dfbcaff20,v1,0,registration started
626dfbcaff20,v1,1,registration completed
13c78ef9081e,v1,0,registration started
13c78ef9081e,v1,1,registration completed
04561f6119e9,v1,0,registration started
04561f6119e9,v1,1,registration completed
b94a953eb128,v1,0,registration started
b94a953eb128,v1,1,registration completed
2ba620c8e1c2,v1,0,registration started
2ba620c8e1c2,v1,1,registration completed
bb994c5bd396,v1,0,registration started
bb994c5bd396,v1,1,registration completed
649a37936305,v1,0,registration started
649a37936305,v1,1,registration completed
b810be78aa76,v1,0,registration started
b810be78aa76,v1,1,registration completed
a6a51804742e,v1,0,registration started
a6a51804742e,v1,1,registration completed
ef6587cba0cf,v1,0,registration started
ef6587cba0cf,v1,1,registration completed
555b65ff0b32,v1,0,registration started
555b65ff0b32,v1,1,registration completed
b8f4fe31551a,v1,0,registration started
b8f4fe31551a,v1,1,registration completed
faf4cb082ebb,v1,0,registration started
faf4cb082ebb,v1,1,registration completed
bf5b084d5edd,v1,0,registration started
bf5b084d5edd,v1,1,registration completed
7037462b3440,v1,0,registration started
7037462b3440,v1,1,registration completed
0e7d5903f563,v1,0,registration started
0e7d5903f563,v1,1,registration completed
1cb79f121916,v1,0,registration started
1cb79f121916,v1,1,registration completed
dc24421b28d3,v1,0,registration started
dc24421b28d3,v1,1,registration completed
4d5aec64e21d,v1,0,registration started
4d5aec64e21d,v1,1,registration completed
a47a460d4806,v1,0,registration started
a47a460d4806,v1,1,registration completed
6d2bcdd6f526,v1,0,registration started
6d2bcdd6f526,v1,1,registration completed
afe7c6a18d07,v1,0,registration started
afe7c6a18d07,v1,1,registration completed
a141cef8bfb9,v1,0,registration started
a141cef8bfb9,v1,1,registration completed
26abf7ed58c5,v1,0,registration started
26abf7ed58c5,v1,1,registration completed
7a65d39df1c5,v1,0,registration started
7a65d39df1c5,v1,1,registration completed
b2635e9a6a7f,v1,0,registration started
b2635e9a6a7f,v1,1,registration completed
790be084108d,v1,0,registration started
790be084108d,v1,1,registration completed
02e50709eb06,v1,0,registration started
02e50709eb06,v1,1,registration completed
b664096fd396,v1,0,registration started
b664096fd396,v1,1,registration completed
7cbc83c55799,v1,0,registration started
7cbc83c55799,v1,1,registration completed
666e7971b1a5,v1,0,registration started
666e7971b1a5,v1,1,registration completed
e322ca23cf78,v1,0,registration started
e322ca23cf78,v1,1,registration completed
695a2528e0f0,v1,0,registration started
695a2528e0f0,v1,1,registration completed
0b98d3009cee,v1,0,registration started
0b98d3009cee,v1,1,registration completed
866fdeb1a0de,v1,0,registration started
866fdeb1a0de,v1,1,registration completed
94b7a86b0c3f,v1,0,registration started
94b7a86b0c3f,v1,1,registration completed
89738eae7ba7,v1,0,registration started
89738eae7ba7,v1,1,registration completed
535a43ed5f6c,v1,0,registration started
535a43ed5f6c,v1,1,registration completed
26749af13e1e,v1,0,registration started
26749af13e1e,v1,1,registration completed
dba0aa969b39,v1,0,registration started
dba0aa969b39,v1,1,registration completed
2554be1b599e,v1,0,registration started
2554be1b599e,v1,1,registration completed
efbbf80fd44b,v1,0,registration started
efbbf80fd44b,v1,1,registration completed
7f5a40c9c463,v1,0,registration started
7f5a40c9c463,v1,1,registration completed
ca80d27637a1,v1,0,registration started
ca80d27637a1,v1,1,registration completed
7561a5acc372,v1,0,registration started
7561a5acc372,v1,1,registration completed
67e2bbaedc66,v1,0,registration started
67e2bbaedc66,v1,1,registration completed
1d6d8f86b6ae,v1,0,registration started
1d6d8f86b6ae,v1,1,registration completed
c87ec7e92f39,v1,0,registration started
c87ec7e92f39,v1,1,registration completed
324389fa1463,v1,0,registration started
324389fa1463,v1,1,registration completed
55a546c0886d,v1,0,registration started
55a546c0886d,v1,1,registration completed
cc1f59f41f51,v1,0,registration started
cc1f59f41f51,v1,1,registration completed
91eb0e40a414,v1,0,registration started
91eb0e40a414,v1,1,registration completed
1550486ac76e,v1,0,registration started
1550486ac76e,v1,1,registration completed
a8bb402a432a,v1,0,registration started
a8bb402a432a,v1,1,registration completed
a88b0cc13301,v1,0,registration started
a88b0cc13301,v1,1,registration completed
e5cd8f93170c,v1,0,registration started
e5cd8f93170c,v1,1,registration completed
1245b4e27da3,v1,0,registration started
1245b4e27da3,v1,1,registration completed
519c42d73b02,v1,0,registration started
519c42d73b02,v1,1,registration completed
d502ce7c5ddb,v1,0,registration started
d502ce7c5ddb,v1,1,registration completed
133cfb98c56c,v1,0,registration started
133cfb98c56c,v1,1,registration completed
2f99c95f0057,v1,0,registration started
2f99c95f0057,v1,1,registration completed
12a4d7d0b517,v1,0,registration started
12a4d7d0b517,v1,1,registration completed
f515ff1cdba3,v1,0,registration started
f515ff1cdba3,v1,1,registration completed
667ce8497a5f,v1,0,registration started
667ce8497a5f,v1,1,registration completed
80099afc12f8,v1,0,registration started
80099afc12f8,v1,1,registration completed
9345677b0964,v1,0,registration started
9345677b0964,v1,1,registration completed
fa61f37c486f,v1,0,registration started
fa61f37c486f,v1,1,registration completed
7f7d72c5ec10,v1,0,registration started
7f7d72c5ec10,v1,1,registration completed
d3318d268aa5,v1,0,registration started
d3318d268aa5,v1,1,registration completed
c5e71c53cc98,v1,0,registration started
c5e71c53cc98,v1,1,registration completed
0c775d73f6b8,v1,0,registration started
0c775d73f6b8,v1,1,registration completed
38be3f3419e5,v1,0,registration started
38be3f3419e5,v1,1,registration completed
fd1c4099fa6b,v1,0,registration started
fd1c4099fa6b,v1,1,registration completed
14930e78ce9a,v1,0,registration started
14930e78ce9a,v1,1,registration completed
cb4ac043c9a2,v1,0,registration started
cb4ac043c9a2,v1,1,registration completed
56a94c18bdd6,v1,0,registration started
56a94c18bdd6,v1,1,registration completed
65d262ea31f5,v1,0,registration started
65d262ea31f5,v1,1,registration completed
5cef985e56f4,v1,0,registration started
5cef985e56f4,v1,1,registration completed
a3230ca2cb01,v1,0,registration started
a3230ca2cb01,v1,1,registration completed
7ce830d64919,v1,0,registration started
7ce830d64919,v1,1,registration completed
c873b5d50419,v1,0,registration started
c873b5d50419,v1,1,registration completed
21fc9e9b5d1c,v1,0,registration started
21fc9e9b5d1c,v1,1,registration completed
fa38dc8de452,v1,0,registration started
fa38dc8de452,v1,1,registration completed
b307cd1e0085,v1,0,registration started
b307cd1e0085,v1,1,registration completed
868583471b48,v1,0,registration started
868583471b48,v1,1,registration completed
b2a81bc4bdcf,v1,0,registration started
b2a81bc4bdcf,v1,1,registration completed
3db4f09bf26e,v1,0,registration started
3db4f09bf26e,v1,1,registration completed
1d77aaf2280a,v1,0,registration started
1d77aaf2280a,v1,1,registration completed
c9ebcba1ba34,v1,0,registration started
c9ebcba1ba34,v1,1,registration completed
91f1d0aea4de,v1,0,registration started
91f1d0aea4de,v1,1,registration completed
a6569a9c9d2e,v1,0,registration started
a6569a9c9d2e,v1,1,registration completed
af3bc59a1828,v1,0,registration started
af3bc59a1828,v1,1,registration completed
c91439ec4b27,v1,0,registration started
c91439ec4b27,v1,1,registration completed
ca80d27637a1,v1,0,registration started
ca80d27637a1,v1,1,registration completed
d8b710015e75,v1,0,registration started
d8b710015e75,v1,1,registration completed
ce9e71da80de,v1,0,registration started
ce9e71da80de,v1,1,registration completed
ff9e11e9bb69,v1,0,registration started
ff9e11e9bb69,v1,1,registration completed
2fdebb60b258,v1,0,registration started
2fdebb60b258,v1,1,registration completed
e9a672df4997,v1,0,registration started
e9a672df4997,v1,1,registration completed
a4a8889cb093,v1,0,registration started
a4a8889cb093,v1,1,registration completed
1a83a3c7f37a,v1,0,registration started
1a83a3c7f37a,v1,1,registration completed
ff4170cf835e,v1,0,registration started
ff4170cf835e,v1,1,registration completed
6a96577d2770,v1,0,registration started
6a96577d2770,v1,1,registration completed
c5ab76d9c28f,v1,0,registration started
c5ab76d9c28f,v1,1,registration completed
0af1b20e629c,v1,0,registration started
0af1b20e629c,v1,1,registration completed
48499511f77b,v1,0,registration started
48499511f77b,v1,1,registration completed
c0c65ce10f8a,v1,0,registration started
c0c65ce10f8a,v1,1,registration completed
2483f48531ff,v1,0,registration started
2483f48531ff,v1,1,registration completed
cb06ed18a45f,v1,0,registration started
cb06ed18a45f,v1,1,registration completed
431801bc2248,v1,0,registration started
431801bc2248,v1,1,registration completed
3d7cb134f996,v1,0,registration started
3d7cb134f996,v1,1,registration completed
bdc7e2e1dce1,v1,0,registration started
bdc7e2e1dce1,v1,1,registration completed
f3a1ba2f693b,v1,0,registration started
f3a1ba2f693b,v1,1,registration completed
f77d7d730827,v1,0,registration started
f77d7d730827,v1,1,registration completed
a1d0263d7fc6,v1,0,registration started
a1d0263d7fc6,v1,1,registration completed
2d0b3adde136,v1,0,registration started
2d0b3adde136,v1,1,registration completed
8e550e7fc89a,v1,0,registration started
8e550e7fc89a,v1,1,registration completed
8b5e8d22c93a,v1,0,registration started
8b5e8d22c93a,v1,1,registration completed
ac776a91e1b9,v1,0,registration started
ac776a91e1b9,v1,1,registration completed
d1c4e8d8c4d7,v1,0,registration started
d1c4e8d8c4d7,v1,1,registration completed
171ae6ceacf2,v1,0,registration started
171ae6ceacf2,v1,1,registration completed
83bce99b745a,v1,0,registration started
83bce99b745a,v1,1,registration completed
dcc5db21a0ed,v1,0,registration started
dcc5db21a0ed,v1,1,registration completed
329758511943,v1,0,registration started
329758511943,v1,1,registration completed
aa4c1039726b,v1,0,registration started
aa4c1039726b,v1,1,registration completed
253457f30450,v1,0,registration started
253457f30450,v1,1,registration completed
2e9e4eccd47e,v1,0,registration started
2e9e4eccd47e,v1,1,registration completed
a99da951150b,v1,0,registration started
a99da951150b,v1,1,registration completed
7decc9eebcb2,v1,0,registration started
7decc9eebcb2,v1,1,registration completed
cb75e0242283,v1,0,registration started
cb75e0242283,v1,1,registration completed
97727500e60a,v1,0,registration started
97727500e60a,v1,1,registration completed
5952f7857809,v1,0,registration started
5952f7857809,v1,1,registration completed
ebb0abd50de4,v1,0,registration started
ebb0abd50de4,v1,1,registration completed
f9d6c94199a5,v1,0,registration started
f9d6c94199a5,v1,1,registration completed
00e2a21037ac,v1,0,registration started
00e2a21037ac,v1,1,registration completed
0367a28c51cd,v1,0,registration started
0367a28c51cd,v1,1,registration completed
25e0bb818fe7,v1,0,registration started
25e0bb818fe7,v1,1,registration completed
f480b4f24ed8,v1,0,registration started
f480b4f24ed8,v1,1,registration completed
f196f2a726ed,v1,0,registration started
f196f2a726ed,v1,1,registration completed
bea69498fbd0,v1,0,registration started
bea69498fbd0,v1,1,registration completed
f8a90db52737,v1,0,registration started
f8a90db52737,v1,1,registration completed
a9cd5c5c51c2,v1,0,registration started
a9cd5c5c51c2,v1,1,registration completed
600c9c7af56c,v1,0,registration started
600c9c7af56c,v1,1,registration completed
a09ce3b9b833,v1,0,registration started
a09ce3b9b833,v1,1,registration completed
1bf1b0378d93,v1,0,registration started
1bf1b0378d93,v1,1,registration completed
4f8c281ecd81,v1,0,registration started
4f8c281ecd81,v1,1,registration completed
45a90cc344dd,v1,0,registration started
45a90cc344dd,v1,1,registration completed
9a84005c901c,v1,0,registration started
9a84005c901c,v1,1,registration completed
d6dc83117e62,v1,0,registration started
d6dc83117e62,v1,1,registration completed
7bd19fcf3cfa,v1,0,registration started
7bd19fcf3cfa,v1,1,registration completed
355e39b91f6d,v1,0,registration started
355e39b91f6d,v1,1,registration completed
aa3c30618eac,v1,0,registration started
aa3c30618eac,v1,1,registration completed
90a9c5ed7580,v1,0,registration started
90a9c5ed7580,v1,1,registration completed
c802a23c8e42,v1,0,registration started
c802a23c8e42,v1,1,registration completed
e8cd996ab9b0,v1,0,registration started
e8cd996ab9b0,v1,1,registration completed
aca214bbd428,v1,0,registration started
aca214bbd428,v1,1,registration completed
483319801d63,v1,0,registration started
483319801d63,v1,1,registration completed
224b0c65cba8,v1,0,registration started
224b0c65cba8,v1,1,registration completed
2f6b5faa9396,v1,0,registration started
2f6b5faa9396,v1,1,registration completed
ffdf9816cf1f,v1,0,registration started
ffdf9816cf1f,v1,1,registration completed
01b6e41756d9,v1,0,registration started
01b6e41756d9,v1,1,registration completed
9b0075cc6b91,v1,0,registration started
9b0075cc6b91,v1,1,registration completed
df97388b8b59,v1,0,registration started
df97388b8b59,v1,1,registration completed
538295dd1cc1,v1,0,registration started
538295dd1cc1,v1,1,registration completed
d3864482b1cc,v1,0,registration started
d3864482b1cc,v1,1,registration completed
4f1cbf244adb,v1,0,registration started
4f1cbf244adb,v1,1,registration completed
acb3b8186493,v1,0,registration started
acb3b8186493,v1,1,registration completed
c7ac43e9ee49,v1,0,registration started
c7ac43e9ee49,v1,1,registration completed
49fa6cf2fedc,v1,0,registration started
49fa6cf2fedc,v1,1,registration completed
5bfad0d03abe,v1,0,registration started
5bfad0d03abe,v1,1,registration completed
82557e0275c4,v1,0,registration started
82557e0275c4,v1,1,registration completed
17ae63bbba2a,v1,0,registration started
17ae63bbba2a,v1,1,registration completed
7cd81c1cedbc,v1,0,registration started
7cd81c1cedbc,v1,1,registration completed
920726b4a7d0,v1,0,registration started
920726b4a7d0,v1,1,registration completed
ffd4f038679e,v1,0,registration started
ffd4f038679e,v1,1,registration completed
342f5cb9f227,v1,0,registration started
342f5cb9f227,v1,1,registration completed
e25d61d034aa,v1,0,registration started
e25d61d034aa,v1,1,registration completed
07328a0c07a6,v1,0,registration started
07328a0c07a6,v1,1,registration completed
d1708ab4ac5b,v1,0,registration started
d1708ab4ac5b,v1,1,registration completed
82bbe02beb1c,v1,0,registration started
82bbe02beb1c,v1,1,registration completed
237cf28f02a2,v1,0,registration started
237cf28f02a2,v1,1,registration completed
b6711f708f82,v1,0,registration started
b6711f708f82,v1,1,registration completed
3e6779b22da8,v1,0,registration started
3e6779b22da8,v1,1,registration completed
902fa97f667e,v1,0,registration started
902fa97f667e,v1,1,registration completed
e97c2a96e445,v1,0,registration started
e97c2a96e445,v1,1,registration completed
06a2b18e373f,v1,0,registration started
06a2b18e373f,v1,1,registration completed
3619dce82ba5,v1,0,registration started
3619dce82ba5,v1,1,registration completed
